module	n	contrast	omnibus_F	omnibus_p_F	omnibus_BH_q_F1	F1_gate_pass	estimate	d	d_ci_lo	d_ci_hi	perm_p	BH_q_F2	b3_category
M3_DLX5	506	C1	5.495675492062573	0.0010140478535835714	0.001690079755972619	True	-1.9086992890710317	-0.29775524259151037	-0.5041935531539211	-0.0842394006792085	0.0024987506246876563	0.00864952139314958	DESCRIPTIVE
M3_DLX5	506	C2	5.495675492062573	0.0010140478535835714	0.001690079755972619	True	-2.301412422297611	-0.3590181114584357	-0.6401919372864416	-0.08575816158246236	0.0034982508745627187	0.009260075844430726	DESCRIPTIVE
M3_DLX5	506	C3	5.495675492062573	0.0010140478535835714	0.001690079755972619	True	-0.5334745275958461	-0.0832215102139021	-0.4491534369095109	0.2556120287117282	0.5977011494252874	0.7269338303821062	DESCRIPTIVE
M3_EMX2	506	C1	0.7212231327573478	0.5396405329578917	0.5396405329578917	False	-0.05373314684408054	-0.01909902204784801	-0.24240376160228208	0.20301181180859226			DESCRIPTIVE
M3_EMX2	506	C2	0.7212231327573478	0.5396405329578917	0.5396405329578917	False	0.13797878310156175	0.049043467121678126	-0.20897842365241934	0.30075885534627483			DESCRIPTIVE
M3_EMX2	506	C3	0.7212231327573478	0.5396405329578917	0.5396405329578917	False	0.6816177176528075	0.2422756265407328	-0.09815878718993004	0.6024230653279986			DESCRIPTIVE
M3_FOXA2	506	C1	3.971633552863569	0.0081509461980529	0.010867928264070533	True	-0.39964804565161094	-0.04088813721908059	-0.25927944444095047	0.16266439370765906	0.670664667666167	0.7738438473071156	CAT5_CLEAN_NULL
M3_FOXA2	506	C2	3.971633552863569	0.0081509461980529	0.010867928264070533	True	-3.1041220102496823	-0.31758385429588726	-0.5756376979321365	-0.0710596079734454	0.0079960019990005	0.017134289997858213	DESCRIPTIVE
M3_FOXA2	506	C3	3.971633552863569	0.0081509461980529	0.010867928264070533	True	-4.790493069366086	-0.49011709202263065	-0.8228831914331776	-0.17749875331312898	0.0034982508745627187	0.009260075844430726	DESCRIPTIVE
M3_GATA2	506	C1	5.796723874978618	0.000670523030126015	0.00134104606025203	True	0.2096798898208807	0.028058078513527634	-0.17833891375406621	0.24987429450926785	0.7756121939030485	0.7993730407523512	CAT5_CLEAN_NULL
M3_GATA2	506	C2	5.796723874978618	0.000670523030126015	0.00134104606025203	True	-4.065427381659617	-0.5440105904438113	-0.824972384985842	-0.2794422465662922	0.0004997501249375312	0.0022488755622188904	CAT2_DEPLETION
M3_GATA2	506	C3	5.796723874978618	0.000670523030126015	0.00134104606025203	True	-1.960695813308817	-0.2623683039797423	-0.6332601993272352	0.1086401120851203	0.11394302848575712	0.18990504747626188	DESCRIPTIVE
M3_GATA3	506	C1	2.1678049762667007	0.09093858522125914	0.1010428724680657	False	-0.7491855130706333	-0.06856309399208328	-0.26668012163145866	0.1434606009259766			DESCRIPTIVE
M3_GATA3	506	C2	2.1678049762667007	0.09093858522125914	0.1010428724680657	False	-3.3481707868394572	-0.30641402477036167	-0.588052562032871	-0.03631964505076337			DESCRIPTIVE
M3_GATA3	506	C3	2.1678049762667007	0.09093858522125914	0.1010428724680657	False	-2.249969667168777	-0.20591012383188606	-0.5845820713850691	0.16299225736376466			DESCRIPTIVE
M3_HOXA10	506	C1	2.6553738552240733	0.04788504919203705	0.05985631149004632	False	0.21165493157571313	0.035075649679986574	-0.1699072548584272	0.2494859870733162			DESCRIPTIVE
M3_HOXA10	506	C2	2.6553738552240733	0.04788504919203705	0.05985631149004632	False	-2.075709598452473	-0.34398850133411657	-0.6083254163422911	-0.07739703320952056			DESCRIPTIVE
M3_HOXA10	506	C3	2.6553738552240733	0.04788504919203705	0.05985631149004632	False	-1.9229239897839605	-0.3186687299217352	-0.6676482279297457	0.017886202237603257			DESCRIPTIVE
M3_HOXA11	506	C1	6.396073453416751	0.0002940141812924166	0.0007350354532310415	True	-0.09418835765949252	-0.03410486742557066	-0.25526994579357287	0.18857749451189101	0.7296351824087957	0.7940672520882417	CAT5_CLEAN_NULL
M3_HOXA11	506	C2	6.396073453416751	0.0002940141812924166	0.0007350354532310415	True	-1.3771864721491545	-0.49866844714223185	-0.774638414158152	-0.2670894362456384	0.0004997501249375312	0.0022488755622188904	DESCRIPTIVE
M3_HOXA11	506	C3	6.396073453416751	0.0002940141812924166	0.0007350354532310415	True	0.26764673169408837	0.09691278761132766	-0.2319590659622321	0.4433429508306057	0.5822088955522239	0.7269338303821062	DESCRIPTIVE
M3_HOXA13	506	C1	7.781476738333759	4.365634644937444e-05	0.00017462538579749777	True	0.39661940269096263	0.08794296777723497	-0.11353775980389987	0.2917528284868548	0.38130934532733635	0.5046741335214746	CAT5_CLEAN_NULL
M3_HOXA13	506	C2	7.781476738333759	4.365634644937444e-05	0.00017462538579749777	True	-2.507637027349718	-0.556021820407634	-0.8380570377735629	-0.3056858862842685	0.0004997501249375312	0.0022488755622188904	CAT2_DEPLETION
M3_HOXA13	506	C3	7.781476738333759	4.365634644937444e-05	0.00017462538579749777	True	0.21414893989060246	0.047483540120709794	-0.2746001773424025	0.3805221889941093	0.7816091954022989	0.7993730407523512	DESCRIPTIVE
M3_HOXA9	506	C1	11.396341964484568	3.065580699903657e-07	2.043720466602438e-06	True	-1.4094017912964154	-0.2955675200980778	-0.5014588486858611	-0.09651927761426995	0.0029985007496251873	0.008995502248875563	DESCRIPTIVE
M3_HOXA9	506	C2	11.396341964484568	3.065580699903657e-07	2.043720466602438e-06	True	-3.0805173590624655	-0.64601938358519	-0.9306094981065761	-0.3721861662814535	0.0004997501249375312	0.0022488755622188904	CAT2_DEPLETION
M3_HOXA9	506	C3	11.396341964484568	3.065580699903657e-07	2.043720466602438e-06	True	-1.1341436668087042	-0.23784277351119745	-0.5724802882573258	0.10381041293898463	0.15942028985507245	0.24737631184407793	DESCRIPTIVE
M3_LHX1	506	C1	47.34913429135086	6.0872704878055924e-27	1.2174540975611184e-25	True	3.3281753309253688	1.1858655870507468	0.9488034750746484	1.4515124804596344	0.0004997501249375312	0.0022488755622188904	CAT1_ENRICHMENT
M3_LHX1	506	C2	47.34913429135086	6.0872704878055924e-27	1.2174540975611184e-25	True	-0.6777245849306257	-0.24148074631152966	-0.48311954212425057	-0.00506338004658706	0.046476761619190406	0.08714392803598202	DESCRIPTIVE
M3_LHX1	506	C3	47.34913429135086	6.0872704878055924e-27	1.2174540975611184e-25	True	0.1613722125801207	0.05749869961081505	-0.19625719925150167	0.3155693866682431	0.7411294352823589	0.7940672520882417	DESCRIPTIVE
M3_MSX1	506	C1	9.965897203214398	2.16988437407803e-06	1.084942187039015e-05	True	-2.5210707527656155	-0.47563856460170567	-0.6918724292805976	-0.26812256723856787	0.0004997501249375312	0.0022488755622188904	DESCRIPTIVE
M3_MSX1	506	C2	9.965897203214398	2.16988437407803e-06	1.084942187039015e-05	True	-1.6847369034078383	-0.3178513897673724	-0.5854813622814462	-0.07291208882091431	0.0079960019990005	0.017134289997858213	DESCRIPTIVE
M3_MSX1	506	C3	9.965897203214398	2.16988437407803e-06	1.084942187039015e-05	True	-1.1036178963702348	-0.2082143991883018	-0.5622141893346183	0.13426586630184362	0.21639180409795103	0.32458770614692656	DESCRIPTIVE
M3_MSX2	506	C1	5.382017451907218	0.0011853158018178035	0.0017476179843649285	True	-2.2095048993286284	-0.3335461977215063	-0.5494486143338035	-0.10595982441390613	0.0014992503748125937	0.005622188905547227	DESCRIPTIVE
M3_MSX2	506	C2	5.382017451907218	0.0011853158018178035	0.0017476179843649285	True	-0.3299861381256406	-0.049814608560522	-0.31119182501268594	0.21169322199455232	0.6636681659170415	0.7738438473071156	DESCRIPTIVE
M3_MSX2	506	C3	5.382017451907218	0.0011853158018178035	0.0017476179843649285	True	-1.788415306840811	-0.2699786389814974	-0.6569631695953757	0.09596298493600305	0.1089455272363818	0.1885595663706608	DESCRIPTIVE
M3_PAX2	506	C1	1.407805267319129	0.2396774996940962	0.2522921049411539	False	0.12424812215223824	0.028061902331918565	-0.18581478366287424	0.26418533192142196			DESCRIPTIVE
M3_PAX2	506	C2	1.407805267319129	0.2396774996940962	0.2522921049411539	False	-0.028523521297006305	-0.006442143792066728	-0.25784691709677965	0.23354430256095032			DESCRIPTIVE
M3_PAX2	506	C3	1.407805267319129	0.2396774996940962	0.2522921049411539	False	1.303109131116459	0.2943120630862798	-0.05543875722608489	0.6314567160552629			DESCRIPTIVE
M3_PAX8	506	C1	21.3807411348287	4.823599064642172e-13	4.823599064642172e-12	True	3.5232960732852336	0.8126001879697273	0.5960182856642225	1.056114352141697	0.0004997501249375312	0.0022488755622188904	CAT1_ENRICHMENT
M3_PAX8	506	C2	21.3807411348287	4.823599064642172e-13	4.823599064642172e-12	True	-1.5458581000994371	-0.3565310881024087	-0.6433659725428267	-0.08946173277747461	0.0029985007496251873	0.008995502248875563	DESCRIPTIVE
M3_PAX8	506	C3	21.3807411348287	4.823599064642172e-13	4.823599064642172e-12	True	-1.7206902649842775	-0.39685374254118433	-0.735268785905699	-0.06466213412126291	0.015992003998001	0.0327109172686384	DESCRIPTIVE
M3_SALL1	506	C1	2.570124403461047	0.05360929834207539	0.0630697627553828	False	0.860030360563418	0.2760376862933481	0.054498616414731436	0.49402715731191693			DESCRIPTIVE
M3_SALL1	506	C2	2.570124403461047	0.05360929834207539	0.0630697627553828	False	0.3262279955593026	0.10470702573722246	-0.1412116596187679	0.3522239601295447			DESCRIPTIVE
M3_SALL1	506	C3	2.570124403461047	0.05360929834207539	0.0630697627553828	False	-0.14677064237703563	-0.047107905017450664	-0.3688378560261421	0.29159186038133933			DESCRIPTIVE
M3_SIX1	506	C1	6.549062932105642	0.00023818723298096335	0.000680534951374181	True	-1.605266806207193	-0.3601391110432712	-0.5985748021332477	-0.14744548342856093	0.0009995002498750624	0.0040888646585798	DESCRIPTIVE
M3_SIX1	506	C2	6.549062932105642	0.00023818723298096335	0.000680534951374181	True	-1.5321119696374552	-0.34372693724831843	-0.611087651882503	-0.08126117367583709	0.00399800099950025	0.009995002498750623	DESCRIPTIVE
M3_SIX1	506	C3	6.549062932105642	0.00023818723298096335	0.000680534951374181	True	-0.06222338504769809	-0.013959719649425556	-0.3656610916198037	0.32721898016136924	0.9305347326336831	0.9305347326336832	DESCRIPTIVE
M3_SOX17	506	C1	5.359019295160928	0.00122333258905545	0.0017476179843649285	True	-1.3011667189161742	-0.20448350041604474	-0.40860474780646794	-0.00698235196167078	0.04247876061969016	0.08311061860374161	DESCRIPTIVE
M3_SOX17	506	C2	5.359019295160928	0.00122333258905545	0.0017476179843649285	True	-0.578386734377923	-0.09089576479355231	-0.3469929626395159	0.1767255247561338	0.4302848575712144	0.553223388305847	DESCRIPTIVE
M3_SOX17	506	C3	5.359019295160928	0.00122333258905545	0.0017476179843649285	True	-3.0787709289902754	-0.48384103849773286	-0.7928794074399923	-0.1575705633900801	0.004997501249375313	0.011836187169573109	DESCRIPTIVE
M3_SOX9	506	C1	5.620327868652375	0.000854466828268126	0.0015535760513965928	True	0.2952710436326327	0.038357020335060055	-0.1715792373681877	0.24188995648591713	0.7056471764117941	0.7938530734632684	CAT5_CLEAN_NULL
M3_SOX9	506	C2	5.620327868652375	0.000854466828268126	0.0015535760513965928	True	-4.106263033869741	-0.5334218105287993	-0.8164471722848003	-0.277654870285141	0.0004997501249375312	0.0022488755622188904	CAT2_DEPLETION
M3_SOX9	506	C3	5.620327868652375	0.000854466828268126	0.0015535760513965928	True	-1.5583668304241982	-0.20243877445169814	-0.5165046380001961	0.1339826860096296	0.23938030984507747	0.347487546549306	DESCRIPTIVE
M3_TBX18	506	C1	6.041678275090057	0.0004787756137937772	0.001063945808430616	True	-1.6588755921139857	-0.44457983856983524	-0.6621911539937101	-0.2314630929917779	0.0004997501249375312	0.0022488755622188904	DESCRIPTIVE
M3_TBX18	506	C2	6.041678275090057	0.0004787756137937772	0.001063945808430616	True	0.4636378273307251	0.12425526748928113	-0.150433568860761	0.39777913655772773	0.28835582208895555	0.40550037481259377	DESCRIPTIVE
