config	module	contrast	primary_d	sens_d	delta_d	direction_agree	primary_category	sens_category	category_match	primary_gate	sens_gate	gate_match
SENS_nopurity	M3_GATA3	C3	-0.17328439286819322	-0.19765761322807465	-0.02437322035988143	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_nopurity	M3_HOXA10	C1	0.192273817050545	0.18310348786090083	-0.009170329189644166	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_nopurity	M3_HOXA10	C2	-0.07225173996228418	-0.07834237126517403	-0.006090631302889851	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_nopurity	M3_HOXA10	C3	-0.27106927246393203	-0.2490960018086617	0.021973270655270327	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_nopurity	M3_HOXA11	C1	0.03755055065105032	0.03398149404278487	-0.003569056608265453	True	CAT5_CLEAN_NULL	CAT5_CLEAN_NULL	True	True	True	True
SENS_nopurity	M3_HOXA11	C2	-0.49214692468225435	-0.49249807350585123	-0.0003511488235968807	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_HOXA11	C3	0.0014766378774096877	0.01083505213808721	0.009358414260677522	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_HOXA13	C1	0.2009826064125365	0.20924068951969904	0.008258083107162528	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_HOXA13	C2	-0.48239159991058217	-0.4758213730795304	0.006570226831051795	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_HOXA13	C3	0.09161975834355368	0.07123783069449742	-0.02038192764905626	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_HOXA9	C1	-0.2955675200980778	-0.27185588198027044	0.023711638117807354	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_HOXA9	C2	-0.64601938358519	-0.6143320509752971	0.03168733260989287	True	CAT2_DEPLETION	CAT2_DEPLETION	True	True	True	True
SENS_nopurity	M3_HOXA9	C3	-0.23784277351119745	-0.2820605485236403	-0.04421777501244287	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_LHX1	C1	0.9616207324967918	0.9564277469651766	-0.00519298553161518	True	CAT1_ENRICHMENT	CAT1_ENRICHMENT	True	True	True	True
SENS_nopurity	M3_LHX1	C2	-0.27758829845609356	-0.28594351272071133	-0.008355214264617772	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_LHX1	C3	-0.06560532380698963	-0.05207665178311636	0.013528672023873277	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_MSX1	C1	-0.4079998695960516	-0.4123345274444479	-0.004334657848396262	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_MSX1	C2	-0.36918803994276683	-0.3786263637728374	-0.009438323830070594	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_MSX1	C3	-0.2172868323699708	-0.20942479202831987	0.007862040341650917	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_MSX2	C1	-0.3648794408648326	-0.36989360519497694	-0.005014164330144344	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_MSX2	C2	-0.11596219167047098	-0.12453879356956139	-0.008576601899090416	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_MSX2	C3	-0.30635210502866767	-0.29674097158183305	0.009611133446834619	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_PAX2	C1	-0.07901326409512587	-0.07339102804746184	0.005622236047664028	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_nopurity	M3_PAX2	C2	-0.11092642406310055	-0.1044533988317862	0.00647302523131435	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_nopurity	M3_PAX2	C3	0.15913068788875911	0.14611012226486558	-0.013020565623893532	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_nopurity	M3_PAX8	C1	0.6930742631907577	0.6864853341124657	-0.006588929078292005	True	CAT1_ENRICHMENT	CAT1_ENRICHMENT	True	True	True	True
SENS_nopurity	M3_PAX8	C2	-0.24614740102777757	-0.256545345966966	-0.010397944939188414	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_PAX8	C3	-0.14020426334727204	-0.12497256335983807	0.01523169998743397	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SALL1	C1	0.3324715421612812	0.31773228302982914	-0.014739259131452076	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SALL1	C2	0.0980175178100822	0.08802083782688454	-0.009996679983197657	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SALL1	C3	-0.2903089431568545	-0.257207454343582	0.03310148881327252	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SIX1	C1	-0.3601391110432712	-0.34207200932715665	0.01806710171611453	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SIX1	C2	-0.34372693724831843	-0.3256958397940083	0.01803109745431014	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SIX1	C3	-0.013959719649425556	-0.0509378344736749	-0.03697811482424934	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SOX17	C1	-0.20448350041604474	-0.20789264111711261	-0.0034091407010678754	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SOX17	C2	-0.09089576479355231	-0.10100727157214913	-0.010111506778596818	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SOX17	C3	-0.48384103849773286	-0.4779299443592839	0.00591109413844898	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_SOX9	C1	0.07842452313252928	0.09357185527566877	0.0151473321431395	True	CAT5_CLEAN_NULL	DESCRIPTIVE	False	True	True	True
SENS_nopurity	M3_SOX9	C2	-0.5271109871580488	-0.5089779877688976	0.01813299938915125	True	CAT2_DEPLETION	CAT2_DEPLETION	True	True	True	True
SENS_nopurity	M3_SOX9	C3	-0.3267570807538724	-0.3616393904368551	-0.034882309682982726	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_TBX18	C1	-0.44457983856983524	-0.4523251646173787	-0.007745326047543466	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_TBX18	C2	0.12425526748928113	0.10815802383447591	-0.01609724365480522	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_TBX18	C3	0.23994988415888185	0.2573273310054092	0.017377446846527367	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_WT1	C1	-0.10978578547885456	-0.1129307714735326	-0.0031449859946780373	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_nopurity	M3_WT1	C2	-0.5909520933744161	-0.5982549355797854	-0.007302842205369253	True	CAT2_DEPLETION	CAT2_DEPLETION	True	True	True	True
SENS_nopurity	M3_WT1	C3	-0.16909906093413354	-0.16316760707163697	0.005931453862496577	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M1	C1	0.40837393367436486	0.42260842548868616	0.014234491814321293	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M1	C2	-0.3218770921905469	-0.29639506207292593	0.025482030117620957	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M1	C3	0.21183691808796962	0.1843882019101767	-0.027448716177792903	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_DLX5	C1	-0.29775524259151037	-0.25864625526556906	0.03910898732594131	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_DLX5	C2	-0.3590181114584357	-0.3352575167268147	0.02376059473162101	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_DLX5	C3	-0.0832215102139021	-0.08610848852797302	-0.0028869783140709204	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_EMX2	C1	0.04924957244544767	0.05431235594665864	0.00506278350121097	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_EMX2	C2	0.3010780437178441	0.3060291058002018	0.004951062082357738	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_EMX2	C3	0.1949790180697375	0.1738201184051174	-0.02115889966462009	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_FOXA2	C1	-0.0428363095786502	-0.06142018819783621	-0.018583878619186013	True	CAT5_CLEAN_NULL	CAT5_CLEAN_NULL	True	True	True	True
SENS_absolute	M3_FOXA2	C2	-0.4079652143411853	-0.3911801248043163	0.016785089536869024	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_FOXA2	C3	-0.4934179285672673	-0.45450135896722665	0.03891656960004064	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_GATA2	C1	-0.062180438837763155	-0.0688708306056713	-0.006690391767908144	True	CAT5_CLEAN_NULL	CAT5_CLEAN_NULL	True	True	True	True
SENS_absolute	M3_GATA2	C2	-0.553030859910336	-0.5064132318784997	0.04661762803183622	True	CAT2_DEPLETION	CAT2_DEPLETION	True	True	True	True
SENS_absolute	M3_GATA2	C3	-0.2582753961061831	-0.2483172565974317	0.009958139508751407	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_GATA3	C1	-0.10564323800014432	-0.0975504961205929	0.008092741879551418	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_GATA3	C2	-0.18007774894663783	-0.13189340481377745	0.04818434413286038	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_GATA3	C3	-0.17328439286819322	-0.16405191049696002	0.009232482371233197	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_HOXA10	C1	0.192273817050545	0.16717185415109376	-0.02510196289945124	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_HOXA10	C2	-0.07225173996228418	-0.066034500192465	0.00621723976981918	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_HOXA10	C3	-0.27106927246393203	-0.28367482662243404	-0.012605554158502008	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_HOXA11	C1	0.03755055065105032	0.025485950504823027	-0.012064600146227292	True	CAT5_CLEAN_NULL	CAT5_CLEAN_NULL	True	True	True	True
SENS_absolute	M3_HOXA11	C2	-0.49214692468225435	-0.46354976288719335	0.028597161795061	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_HOXA11	C3	0.0014766378774096877	0.02126731102309169	0.019790673145682003	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_HOXA13	C1	0.2009826064125365	0.2458857623295552	0.04490315591701868	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_HOXA13	C2	-0.48239159991058217	-0.5072303600290423	-0.024838760118460146	True	DESCRIPTIVE	CAT2_DEPLETION	False	True	True	True
SENS_absolute	M3_HOXA13	C3	0.09161975834355368	0.056966306987177515	-0.034653451356376166	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_HOXA9	C1	-0.2955675200980778	-0.27148407869715907	0.024083441400918726	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_HOXA9	C2	-0.64601938358519	-0.6358574210618579	0.010161962523332013	True	CAT2_DEPLETION	CAT2_DEPLETION	True	True	True	True
SENS_absolute	M3_HOXA9	C3	-0.23784277351119745	-0.30171327095404454	-0.06387049744284709	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_LHX1	C1	0.9616207324967918	0.9283625571683704	-0.03325817532842146	True	CAT1_ENRICHMENT	CAT1_ENRICHMENT	True	True	True	True
SENS_absolute	M3_LHX1	C2	-0.27758829845609356	-0.2683950087972784	0.009193289658815162	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_LHX1	C3	-0.06560532380698963	-0.07409939267755802	-0.008494068870568389	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_MSX1	C1	-0.4079998695960516	-0.40941944627243076	-0.0014195766763791529	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_MSX1	C2	-0.36918803994276683	-0.37535238073019306	-0.006164340787426226	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_MSX1	C3	-0.2172868323699708	-0.19027207317863745	0.027014759191333337	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_MSX2	C1	-0.3648794408648326	-0.38900913303828666	-0.024129692173454065	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_MSX2	C2	-0.11596219167047098	-0.1289084680427829	-0.01294627637231191	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_MSX2	C3	-0.30635210502866767	-0.3165092824601418	-0.010157177431474151	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_PAX2	C1	-0.07901326409512587	-0.08667748361687254	-0.0076642195217466735	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_PAX2	C2	-0.11092642406310055	-0.07730274514142466	0.03362367892167589	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_PAX2	C3	0.15913068788875911	0.19442814235415148	0.03529745446539237	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_absolute	M3_PAX8	C1	0.6930742631907577	0.6559673187744249	-0.03710694441633278	True	CAT1_ENRICHMENT	CAT1_ENRICHMENT	True	True	True	True
SENS_absolute	M3_PAX8	C2	-0.24614740102777757	-0.2567956879129529	-0.010648286885175301	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_PAX8	C3	-0.14020426334727204	-0.1515247428085743	-0.011320479461302269	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SALL1	C1	0.3324715421612812	0.3075045314627869	-0.02496701069849433	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SALL1	C2	0.0980175178100822	0.0984911471182769	0.00047362930819470905	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SALL1	C3	-0.2903089431568545	-0.28945018135018635	0.0008587618066681624	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SIX1	C1	-0.3601391110432712	-0.32364673197459237	0.036492379068678804	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SIX1	C2	-0.34372693724831843	-0.33659639530361346	0.007130541944704971	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SIX1	C3	-0.013959719649425556	-0.01978659217282232	-0.0058268725233967655	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SOX17	C1	-0.20448350041604474	-0.21004222090884989	-0.005558720492805147	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SOX17	C2	-0.09089576479355231	-0.07002782812005856	0.02086793667349375	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SOX17	C3	-0.48384103849773286	-0.45465223128509735	0.029188807212635504	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_SOX9	C1	0.07842452313252928	0.08248468762917124	0.004060164496641969	True	CAT5_CLEAN_NULL	CAT5_CLEAN_NULL	True	True	True	True
SENS_absolute	M3_SOX9	C2	-0.5271109871580488	-0.4860400251667189	0.041070961991329924	True	CAT2_DEPLETION	DESCRIPTIVE	False	True	True	True
SENS_absolute	M3_SOX9	C3	-0.3267570807538724	-0.3421971062547172	-0.015440025500844834	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_TBX18	C1	-0.44457983856983524	-0.46539911052739763	-0.02081927195756239	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_TBX18	C2	0.12425526748928113	0.12777909477587598	0.0035238272865948522	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_TBX18	C3	0.23994988415888185	0.24156786745427752	0.0016179832953956697	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_WT1	C1	-0.10978578547885456	-0.13889783237049497	-0.029112046891640403	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_absolute	M3_WT1	C2	-0.5909520933744161	-0.5626945287931417	0.028257564581274375	True	CAT2_DEPLETION	CAT2_DEPLETION	True	True	True	True
SENS_absolute	M3_WT1	C3	-0.16909906093413354	-0.13611530050835846	0.03298376042577508	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_compactM1	M1	C1	0.40837393367436486	0.5196222015502858	0.11124826787592096	True	DESCRIPTIVE	CAT1_ENRICHMENT	False	True	True	True
SENS_compactM1	M1	C2	-0.3218770921905469	-0.3307185165379579	-0.008841424347411031	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_compactM1	M1	C3	0.21183691808796962	0.25800181408533845	0.04616489599736884	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_DLX5	C1	-0.29775524259151037	-0.24275304723850583	0.055002195353004546	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_DLX5	C2	-0.3590181114584357	-0.3702032265979797	-0.01118511513954401	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_DLX5	C3	-0.0832215102139021	-0.09144448366581819	-0.008222973451916082	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_EMX2	C1	0.04924957244544767	0.23918589878228302	0.18993632633683535	True	DESCRIPTIVE	DESCRIPTIVE	True	False	True	False
SENS_signedssgsea	M3_EMX2	C2	0.3010780437178441	0.2912555804577975	-0.009822463260046599	True	DESCRIPTIVE	DESCRIPTIVE	True	False	True	False
SENS_signedssgsea	M3_EMX2	C3	0.1949790180697375	0.18194639461077394	-0.013032623458963555	True	DESCRIPTIVE	DESCRIPTIVE	True	False	True	False
SENS_signedssgsea	M3_FOXA2	C1	-0.0428363095786502	-0.4048835717187945	-0.3620472621401443	True	CAT5_CLEAN_NULL	DESCRIPTIVE	False	True	True	True
SENS_signedssgsea	M3_FOXA2	C2	-0.4079652143411853	-0.134754932962291	0.27321028137889436	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_FOXA2	C3	-0.4934179285672673	-0.01746495684499346	0.47595297172227385	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_GATA2	C1	-0.062180438837763155	-0.3073166674356454	-0.24513622859788226	True	CAT5_CLEAN_NULL	DESCRIPTIVE	False	True	True	True
SENS_signedssgsea	M3_GATA2	C2	-0.553030859910336	-0.7526946730248917	-0.19966381311455572	True	CAT2_DEPLETION	CAT2_DEPLETION	True	True	True	True
SENS_signedssgsea	M3_GATA2	C3	-0.2582753961061831	-0.05761941703357328	0.20065597907260982	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_GATA3	C1	-0.10564323800014432	0.03315445939446424	0.13879769739460857	False	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_signedssgsea	M3_GATA3	C2	-0.18007774894663783	-0.09657664769942306	0.08350110124721477	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_signedssgsea	M3_GATA3	C3	-0.17328439286819322	-0.06741769672068565	0.10586669614750757	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_signedssgsea	M3_HOXA10	C1	0.192273817050545	0.03879772524622584	-0.15347609180431915	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_signedssgsea	M3_HOXA10	C2	-0.07225173996228418	0.20278838187905493	0.2750401218413391	False	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_signedssgsea	M3_HOXA10	C3	-0.27106927246393203	-0.17869344932345424	0.09237582314047779	True	DESCRIPTIVE	DESCRIPTIVE	True	False	False	True
SENS_signedssgsea	M3_HOXA11	C1	0.03755055065105032	0.17368904756862952	0.1361384969175792	True	CAT5_CLEAN_NULL	DESCRIPTIVE	False	True	False	False
SENS_signedssgsea	M3_HOXA11	C2	-0.49214692468225435	-0.2971936566363233	0.19495326804593105	True	DESCRIPTIVE	DESCRIPTIVE	True	True	False	False
SENS_signedssgsea	M3_HOXA11	C3	0.0014766378774096877	-0.06630673562984143	-0.06778337350725112	False	DESCRIPTIVE	DESCRIPTIVE	True	True	False	False
SENS_signedssgsea	M3_HOXA13	C1	0.2009826064125365	0.11568240946916779	-0.08530019694336873	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_HOXA13	C2	-0.48239159991058217	-0.3742420748247192	0.10814952508586295	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_HOXA13	C3	0.09161975834355368	0.19574951061563864	0.10412975227208496	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_HOXA9	C1	-0.2955675200980778	-0.30617116773836883	-0.010603647640291036	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_HOXA9	C2	-0.64601938358519	-0.3594748100850052	0.28654457350018475	True	CAT2_DEPLETION	DESCRIPTIVE	False	True	True	True
SENS_signedssgsea	M3_HOXA9	C3	-0.23784277351119745	-0.13262118501474132	0.10522158849645613	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_LHX1	C1	0.9616207324967918	0.8726466235552003	-0.08897410894159152	True	CAT1_ENRICHMENT	CAT1_ENRICHMENT	True	True	True	True
SENS_signedssgsea	M3_LHX1	C2	-0.27758829845609356	-0.13589008410211342	0.14169821435398014	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_LHX1	C3	-0.06560532380698963	-0.029349104334523313	0.03625621947246632	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_MSX1	C1	-0.4079998695960516	-0.48028471270371464	-0.07228484310766303	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_MSX1	C2	-0.36918803994276683	-0.23618389369049325	0.13300414625227358	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_MSX1	C3	-0.2172868323699708	-0.12414709225661934	0.09313974011335145	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_MSX2	C1	-0.3648794408648326	-0.4633909216615741	-0.09851148079674149	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_MSX2	C2	-0.11596219167047098	-0.06564507688184675	0.05031711478862423	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_MSX2	C3	-0.30635210502866767	-0.35674193275743427	-0.0503898277287666	True	DESCRIPTIVE	DESCRIPTIVE	True	True	True	True
SENS_signedssgsea	M3_PAX2	C1	-0.07901326409512587	-0.6770702202114295	-0.5980569561163036	True	DESCRIPTIVE	CAT2_DEPLETION	False	False	True	False
SENS_signedssgsea	M3_PAX2	C2	-0.11092642406310055	0.08207686142130313	0.19300328548440368	False	DESCRIPTIVE	DESCRIPTIVE	True	False	True	False
SENS_signedssgsea	M3_PAX2	C3	0.15913068788875911	0.3643151769396783	0.20518448905091918	True	DESCRIPTIVE	DESCRIPTIVE	True	False	True	False
SENS_signedssgsea	M3_PAX8	C1	0.6930742631907577	0.05018639984157023	-0.6428878633491875	True	CAT1_ENRICHMENT	DESCRIPTIVE	False	True	False	False
