config	module	contrast	n	sigma_resid	omnibus_F	omnibus_p_F	omnibus_BH_q_F1	F1_gate_pass	estimate	d	est_ci_lo	est_ci_hi	d_ci_lo	d_ci_hi	perm_p	BH_q_F2	b3_category	category_reason
SENS_nopurity	M3_FOXA2	C3	507	9.9787149833305246	4.9573287202928169	0.0021214142755657463	0.0027843562366800419	True	-4.7525858674889854	-0.47627233320404433	-7.8663230508931878	-1.5452267241083628	-0.80208802950576086	-0.15592307388271831	0.0074962518740629685	0.016622123720748321	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_GATA2	C1	507	7.8797391292254728	5.9440391285663763	0.00054728589744888713	0.0010500056597814731	True	-0.40472720429161546	-0.051363020736372715	-2.1549295191289222	1.3420234948705523	-0.27360242732548251	0.17296669110493104	0.63068465767116444	0.69923733785281272	CAT5_CLEAN_NULL	H3 equivalence (C1) CI-in-SESOI
SENS_nopurity	M3_GATA2	C2	507	7.8797391292254728	5.9440391285663763	0.00054728589744888713	0.0010500056597814731	True	-4.2479217497270447	-0.5390942111232796	-6.5494785202699539	-2.2362957569509589	-0.84242451042957478	-0.28436416368197559	0.00049975012493753122	0.0018205183122724353	CAT2_DEPLETION	
SENS_nopurity	M3_GATA2	C3	507	7.8797391292254728	5.9440391285663763	0.00054728589744888713	0.0010500056597814731	True	-2.2257418861610745	-0.2824639051698975	-5.0524533308552844	0.4564048629163539	-0.65540621504127439	0.058910642632706282	0.077461269365317345	0.13622499095279947	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_GATA3	C1	507	11.786252198022616	1.161910507738499	0.32374130183862526	0.3399283669305565	False	-1.1011223526318121	-0.09342429927102254	-3.6588339576542297	1.3856231302082866	-0.31012031077086433	0.11724916817139217			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_GATA3	C2	507	11.786252198022616	1.161910507738499	0.32374130183862526	0.3399283669305565	False	-1.8519570163773826	-0.15712857533186725	-4.9822998246560743	1.3775272448249813	-0.42753919512344984	0.11815180999903431			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_GATA3	C3	507	11.786252198022616	1.161910507738499	0.32374130183862526	0.3399283669305565	False	-2.3296424783652991	-0.19765761322807465	-6.5022091542952598	1.8167637922344886	-0.55955577255599753	0.15343090435553608			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_HOXA10	C1	507	6.4814571591938357	1.407118572476995	0.23987616991921207	0.26512629306860286	False	1.1867774122693973	0.18310348786090083	-0.21988707010869785	2.5757109146415038	-0.034038179368802171	0.40347958970076364			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_HOXA10	C2	507	6.4814571591938357	1.407118572476995	0.23987616991921207	0.26512629306860286	False	-0.50777272310488364	-0.078342371265174029	-2.1145905329390509	1.172881097011035	-0.33070135362918929	0.1822484047154467			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_HOXA10	C3	507	6.4814571591938357	1.407118572476995	0.23987616991921207	0.26512629306860286	False	-1.6145050642493111	-0.2490960018086617	-3.751494342259976	0.54735936711226685	-0.59111170575452932	0.084932531588383195			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_HOXA11	C1	507	2.8855176757822814	5.6997349159033037	0.0007657583312761137	0.0013400770797331988	True	0.098054201709946026	0.033981494042784867	-0.52247110339041558	0.72031638615511184	-0.18016869817262302	0.25055541956813521	0.72013993003498256	0.76514867566216893	CAT5_CLEAN_NULL	H3 equivalence (C1) CI-in-SESOI
SENS_nopurity	M3_HOXA11	C2	507	2.8855176757822814	5.6997349159033037	0.0007657583312761137	0.0013400770797331988	True	-1.421111896389855	-0.49249807350585123	-2.1042182542079644	-0.73528664197318938	-0.74089472248835508	-0.25912259424141176	0.00049975012493753122	0.0018205183122724353	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_HOXA11	C3	507	2.8855176757822814	5.6997349159033037	0.0007657583312761137	0.0013400770797331988	True	0.031264734462473243	0.01083505213808721	-0.90392066036580154	0.96446030009111661	-0.31368645095187542	0.34063589589202165	0.94552723638180913	0.94552723638180913	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_HOXA13	C1	507	4.6358417993211827	7.4376305296538519	7.0024170427052183e-05	0.00021007251128115655	True	0.9700067345942065	0.20924068951969904	-0.025293846021004367	1.8817768448324121	-0.0053628811806638683	0.41461682471696365	0.033983008495752122	0.061897622617262789	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_HOXA13	C2	507	4.6358417993211827	7.4376305296538519	7.0024170427052183e-05	0.00021007251128115655	True	-2.2058326103324859	-0.47582137307953037	-3.3535232432564808	-0.98937341723759542	-0.73966058311436711	-0.21205541725082561	0.00049975012493753122	0.0018205183122724353	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_HOXA13	C3	507	4.6358417993211827	7.4376305296538519	7.0024170427052183e-05	0.00021007251128115655	True	0.33024731322651668	0.07123783069449742	-1.1203747206015038	1.8537123720976403	-0.24188639790315941	0.39729656219134968	0.66516741629185405	0.72177740916775657	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_HOXA9	C1	507	4.8228666488884109	10.305368644753392	1.360488020619984e-06	9.5234161443398875e-06	True	-1.3111246665067902	-0.27185588198027044	-2.2568580487768322	-0.35946276430536683	-0.4753355917317923	-0.075015980302824109	0.0054972513743128436	0.014755780004734475	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_HOXA9	C2	507	4.8228666488884109	10.305368644753392	1.360488020619984e-06	9.5234161443398875e-06	True	-2.9628415599919755	-0.61433205097529708	-4.1623195404316329	-1.7373546573052245	-0.89365487686187772	-0.35425227211390364	0.00049975012493753122	0.0018205183122724353	CAT2_DEPLETION	
SENS_nopurity	M3_HOXA9	C3	507	4.8228666488884109	10.305368644753392	1.360488020619984e-06	9.5234161443398875e-06	True	-1.3603404124418361	-0.28206054852364032	-2.8835624994940514	0.29677777460853644	-0.60488168912390272	0.060792420503278176	0.089955022488755629	0.14799052086859799	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_LHX1	C1	507	3.1117821426056809	30.667652112134764	3.2442605353522593e-18	6.8129471242397445e-17	True	2.9761947836988214	0.95642774696517663	2.293297424568121	3.6437253361521442	0.72497356803182011	1.2165720599356227	0.00049975012493753122	0.0018205183122724353	CAT1_ENRICHMENT	
SENS_nopurity	M3_LHX1	C2	507	3.1117821426056809	30.667652112134764	3.2442605353522593e-18	6.8129471242397445e-17	True	-0.88979391667824981	-0.28594351272071133	-1.6399426453824886	-0.18208367389610033	-0.53867627046745192	-0.058417953058360658	0.011994002998500749	0.025487256371814093	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_LHX1	C3	507	3.1117821426056809	30.667652112134764	3.2442605353522593e-18	6.8129471242397445e-17	True	-0.16205119506539578	-0.052076651783116358	-1.0100062251738786	0.73675723698060258	-0.32831917730762772	0.23655644893300826	0.76261869065467269	0.77787106446776622	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_MSX1	C1	507	5.5023221109479854	8.8658914802856312	9.8106104390148671e-06	4.1204563843862443e-05	True	-2.2687973874648746	-0.41233452744444787	-3.3730709179548679	-1.1953959674807395	-0.6300533587833983	-0.21762590638241391	0.00049975012493753122	0.0018205183122724353	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_MSX1	C2	507	5.5023221109479854	8.8658914802856312	9.8106104390148671e-06	4.1204563843862443e-05	True	-2.0833242131751186	-0.37862636377283743	-3.3861425117197248	-0.66864353316347958	-0.62702518124827977	-0.12213316647096953	0.0019990004997501249	0.0067966016991504253	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_MSX1	C3	507	5.5023221109479854	8.8658914802856312	9.8106104390148671e-06	4.1204563843862443e-05	True	-1.1523226637581079	-0.20942479202831987	-3.0020696206760875	0.70589087215829061	-0.55603824188233864	0.12801157526276646	0.20339830084957522	0.30509745127436283	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_MSX2	C1	507	6.6604828727942635	6.5481450320909858	0.00023833035204477639	0.00062561717411753807	True	-2.4636700221572672	-0.36989360519497694	-3.8677724970958947	-1.063867768799023	-0.59624662665169681	-0.15601415308134536	0.00049975012493753122	0.0018205183122724353	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_MSX2	C2	507	6.6604828727942635	6.5481450320909858	0.00023833035204477639	0.00062561717411753807	True	-0.82948850156852405	-0.12453879356956139	-2.5307316070632875	0.89699348690334557	-0.38412470007044491	0.13547807789685806	0.28435782108945529	0.40159649904777339	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_MSX2	C3	507	6.6604828727942635	6.5481450320909858	0.00023833035204477639	0.00062561717411753807	True	-1.9764381588771283	-0.29674097158183305	-4.2911638168980435	0.24887790008395322	-0.65118101000996897	0.038438910937165907	0.080959520239880053	0.13763118440779609	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_PAX2	C1	507	4.5540904773357909	0.82052499629587639	0.48293016371497666	0.4829301637149766	False	-0.33422938195282992	-0.073391028047461837	-1.2951735037534604	0.63121720632064637	-0.28618508390803621	0.13891679649596084			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_PAX2	C2	507	4.5540904773357909	0.82052499629587639	0.48293016371497666	0.4829301637149766	False	-0.47569022894519497	-0.1044533988317862	-1.6318209229129577	0.67907184753159677	-0.36084108592360836	0.14938800006177352			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_PAX2	C3	507	4.5540904773357909	0.82052499629587639	0.48293016371497666	0.4829301637149766	False	0.66539871644879245	0.14611012226486558	-0.86529548755062768	2.1408882859011165	-0.19268649144727429	0.47911579254001224			DESCRIPTIVE	omnibus F1 gate FAIL -> descriptive/exploratory
SENS_nopurity	M3_PAX8	C1	507	4.8213976906156928	15.657306174661763	9.5142992415676905e-10	9.9900142036460748e-09	True	3.3098188045313846	0.68648533411246571	2.3079722513309595	4.3268706684764657	0.47138362726329724	0.92483428563753933	0.00049975012493753122	0.0018205183122724353	CAT1_ENRICHMENT	
SENS_nopurity	M3_PAX8	C2	507	4.8213976906156928	15.657306174661763	9.5142992415676905e-10	9.9900142036460748e-09	True	-1.2369071385833337	-0.25654534596696599	-2.5289180418686095	-0.015316849403236682	-0.52853827747869409	-0.003214041786436059	0.030984507746126936	0.060777303655864374	DESCRIPTIVE	F2 q>0.05; |d|<0.5
SENS_nopurity	M3_PAX8	C3	507	4.8213976906156928	15.657306174661763	9.5142992415676905e-10	9.9900142036460748e-09	True	-0.60254242837344663	-0.12497256335983807	-2.136614344085888	1.0407971754783842	-0.44962230327815367	0.21764250321370984	0.45077461269365315	0.53175684884830321	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_SALL1	C1	507	3.3496607064357042	3.7713851534101934	0.010694952675650189	0.013211412128744351	True	1.0642953436311267	0.31773228302982914	0.346263193914776	1.7650353898025373	0.10419393693715723	0.53595474064737314	0.0024987506246876563	0.0079647676161919041	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_SALL1	C2	507	3.3496607064357042	3.7713851534101934	0.010694952675650189	0.013211412128744351	True	0.29483994181626461	0.088020837826884538	-0.55489671383968298	1.1600056505382486	-0.16535580389653087	0.3517094209035081	0.4497751124437781	0.53175684884830321	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_SALL1	C3	507	3.3496607064357042	3.7713851534101934	0.010694952675650189	0.013211412128744351	True	-0.86155770321705205	-0.257207454343582	-1.9656704153844398	0.27831714353620535	-0.58987277329656773	0.083505706961221088	0.111944027986007	0.17841079460269865	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_SIX1	C1	507	4.4857558168305394	5.9404382852407416	0.00055000296464743827	0.0010500056597814731	True	-1.5344515056142034	-0.34207200932715665	-2.4298992458891502	-0.53042365435292382	-0.55471840512273984	-0.11806932533071827	0.00049975012493753122	0.0018205183122724353	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_SIX1	C2	507	4.4857558168305394	5.9404382852407416	0.00055000296464743827	0.0010500056597814731	True	-1.4609920078734802	-0.32569583979400829	-2.5995990535717772	-0.31546273123955593	-0.58712913124150024	-0.069724829010234912	0.0044977511244377807	0.013493253373313342	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_SIX1	C3	507	4.4857558168305394	5.9404382852407416	0.00055000296464743827	0.0010500056597814731	True	-0.22849468728703837	-0.050937834473674899	-1.8157468582243275	1.2332077373625081	-0.40528077981210037	0.27712660112354237	0.74412793603198402	0.77450050484961597	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_SOX17	C1	507	6.3600528562760701	5.3152911250944763	0.0012984421700816687	0.0019476632551225031	True	-1.322208185935668	-0.20789264111711261	-2.6345254531254962	-0.033287286554923849	-0.42198380476692565	-0.0052700780235582683	0.033983008495752122	0.061897622617262789	DESCRIPTIVE	F2 q>0.05; |d|<0.5
SENS_nopurity	M3_SOX17	C2	507	6.3600528562760701	5.3152911250944763	0.0012984421700816687	0.0019476632551225031	True	-0.6424115860670998	-0.10100727157214913	-2.1869407438549935	1.0585584832097203	-0.34504395568207874	0.16717998566037684	0.37681159420289856	0.46871686108165433	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_SOX17	C3	507	6.3600528562760701	5.3152911250944763	0.0012984421700816687	0.0019476632551225031	True	-3.0396597077221266	-0.47792994435928388	-5.1049922405326678	-0.85652295350338492	-0.81931576654133664	-0.13438189930371014	0.0074962518740629685	0.016622123720748321	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_SOX9	C1	507	8.1006148789176233	5.3640392052100543	0.0012143985137669916	0.0019476632551225031	True	0.757989563094009	0.093571855275668775	-0.92603695159630928	2.4429757090776065	-0.11454646518764845	0.30396365030579031	0.36781609195402298	0.46871686108165433	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_SOX9	C2	507	8.1006148789176233	5.3640392052100543	0.0012143985137669916	0.0019476632551225031	True	-4.1230346607622836	-0.50897798776889758	-6.1946142220738958	-2.1120530801451673	-0.77513195167494142	-0.26040857872323986	0.00049975012493753122	0.0018205183122724353	CAT2_DEPLETION	
SENS_nopurity	M3_SOX9	C3	507	8.1006148789176233	5.3640392052100543	0.0012143985137669916	0.0019476632551225031	True	-2.929501426975488	-0.36163939043685511	-5.3237103311489804	-0.48811695533621452	-0.66968019295014802	-0.060409591753885113	0.021989005497251374	0.044857571214392801	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_TBX18	C1	507	3.7360507975174637	6.2331193186629195	0.00036770066999419559	0.00085796822998645628	True	-1.6899097920059758	-0.45232516461737871	-2.4614863006865155	-0.9531390024025731	-0.67185114413359148	-0.25355711986448237	0.00049975012493753122	0.0018205183122724353	DESCRIPTIVE	|d|<0.5
SENS_nopurity	M3_TBX18	C2	507	3.7360507975174637	6.2331193186629195	0.00036770066999419559	0.00085796822998645628	True	0.40408387120470657	0.10815802383447591	-0.57250875434712767	1.3725621112121549	-0.15553605598179551	0.37114217856474735	0.35332333833083457	0.46203821166339903	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_TBX18	C3	507	3.7360507975174637	6.2331193186629195	0.00036770066999419559	0.00085796822998645628	True	0.96138798022579941	0.25732733100540922	-0.24482241433556193	2.184291064833491	-0.067087599236035675	0.59463398130275891	0.12293853073463268	0.18999591113534142	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_WT1	C1	507	9.8868159413031051	7.7381025618815871	4.6299064262258368e-05	0.0001620467249179043	True	-1.1165257516681801	-0.1129307714735326	-3.2028832041735962	0.97137545961440497	-0.32884515493720784	0.098772609575488071	0.26186906546726635	0.38158063825230243	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
SENS_nopurity	M3_WT1	C2	507	9.8868159413031051	7.7381025618815871	4.6299064262258368e-05	0.0001620467249179043	True	-5.914836434053484	-0.59825493557978537	-8.3400932235238212	-3.3222456399894353	-0.86148312649311198	-0.33306393880395946	0.00049975012493753122	0.0018205183122724353	CAT2_DEPLETION	
SENS_nopurity	M3_WT1	C3	507	9.8868159413031051	7.7381025618815871	4.6299064262258368e-05	0.0001620467249179043	True	-1.6132080987001416	-0.16316760707163697	-5.0903595100839576	1.830998624661718	-0.52242550629408901	0.18544479380033424	0.31934032983508248	0.42858833741024221	DESCRIPTIVE	F2 q>0.05; |d|<0.5; bootstrap CI includes 0
