module	gene	membership	status	reason	composition_signature	source
M3_primary	WNT3A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	WNT4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	WNT5A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	WNT6	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	WNT7A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	WNT7B	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	WT1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	XKR3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	XPO4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ZBTB7B	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ZHX2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ZNF202	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ZNF217	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ZNF507	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ZXDC	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_sensitivity	ABCA3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ABCA4	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ABCB1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ABCC2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ABCC4	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ABLIM1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ACER3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ACKR1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ADAM12	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ADAMTSL1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ADD3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ADGRG6	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ADGRL2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ADGRV1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ADH1A	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AFAP1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AFF1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AFF3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AFP	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AGAP1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AGR2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AHI1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AHNAK	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AHSG	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AKAP13	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AKAP6	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ALCAM	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ALDH1A2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ALK	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AMBRA1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AMELX	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AMH	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AMOTL1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AMPD3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANGPT1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANGPT2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANK3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANKFN1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANKRD28	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANKRD44	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANKS1B	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ANO6	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	APBA1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	APEX1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	APOA1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	APOB	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	APOM	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	APP	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AR	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP10	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP15	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP24	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP25	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP26	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP32	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP42	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGAP6	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARHGEF3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARID1B	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARID5B	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARNT2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARRDC4	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ARSG	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ASAP1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ATP2B1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ATP8B4	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ATRNL1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ATXN10	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	ATXN7	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AUTS2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	AZGP1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BACH2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BAIAP3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BANK1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BCAR3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BCAS3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BCL2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BCL2L1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BCOR	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BGLAP	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BHLHE40	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BLCAP	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BMPER	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BMPR1B	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BNC2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BPIFB1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	BRIP1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CACHD1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CACNA1S	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CACNA2D1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CADM1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CALD1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CAMK2D	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CAMKMT	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CAPN2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CAST	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CAT	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CBLB	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCDC12	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCDC88C	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCDC91	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCM2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCN2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCN3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCND1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCNY	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCRL2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CCSER1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CD28	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CD34	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CD3E	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CD40LG	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CD8A	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CD8B	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDC42BPA	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDC42EP3	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDH1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDH18	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDK14	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDK6	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDKAL1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDKN1A	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDX2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CDYL	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CEACAM1	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CEMIP2	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CEP112	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CEP128	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
M3_sensitivity	CFTR	member	INCLUDED_sensitivity	PRE-FROZEN SENSITIVITY (DoRothEA A/B + CollecTRI ChIP/motif), not primary		DoRothEA A/B + CollecTRI ChIP/motif
