module	gene	membership	status	reason	composition_signature	source
M3_primary	CATSPER1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CBLN4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CBX2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CCL27	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CCN3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CCNA1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CCR5	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CCRL2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CD28	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CD34	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CD38	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CD40LG	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CD5	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CD80	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDH1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDH17	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDH2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDH3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDKN2B	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDKN2D	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDX2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CDX4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CEACAM1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CEBPA	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CFC1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CFH	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CFTR	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CGA	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CHRD	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CHST2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CHST4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CKM	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CLDN7	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CLIC3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	COL10A1	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (stromal)	stromal	SI_geneset
M3_primary	COL11A2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	COL2A1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	COL9A1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	COL9A2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	COMP	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (stromal)	stromal	SI_geneset
M3_primary	COP1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CPA3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CPT1A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CSF1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CSF2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CSF3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CTLA4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CTNNA2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CX3CL1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CXCL1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CXCR4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CXXC5	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYBB	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (immune)	immune	SI_geneset
M3_primary	CYP17A1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP19A1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP26B1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP2A13	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP2B6	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP2C19	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP2C9	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP3A4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	CYP3A7	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DACH1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DAPK1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DBH	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DCC	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DCT	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DEFB1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DIO1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DIO2	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (stromal)	stromal	SI_geneset
M3_primary	DISC1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DKK1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DLK1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DLL1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DLX2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DLX5	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DLX6	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DMBT1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DMRT1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DNAJC17	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DNMT3L	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DPPA4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DPYSL2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DSPP	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DTX1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DUOX1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DUOX2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DUSP16	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DUSP4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	DUSP6	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EDN1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EDNRB	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EGFL7	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EGFR	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EMCN	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (stromal)	stromal	SI_geneset
M3_primary	EMX2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EN1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EN2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ENPP1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EOMES	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPCAM	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPHA3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPHA4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPHA6	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPHA7	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPO	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPOR	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EPYC	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EREG	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ERG	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (stromal)	stromal	SI_geneset
M3_primary	ERVW-1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ESR1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ETS1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	ETV2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EYA1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	EYA2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	F2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	F2R	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FABP3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FASLG	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (stromal)	stromal	SI_geneset
M3_primary	FASN	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FBXO11	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FCER1A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FCER1G	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (immune)	immune	SI_geneset
M3_primary	FERD3L	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FGF10	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FGF2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FGF4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FGF8	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FGF9	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FGL1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FLT3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXA1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXA2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXC1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXC2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXE1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXF1	source	EXCLUDED_analysis_ready	composition-overlap ESTIMATE (stromal)	stromal	SI_geneset
M3_primary	FOXN1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXO1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FOXP3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FSHB	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FTO	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	FUT7	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	G6PC2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GALNT10	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GAS7	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GATA2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GATA3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GATA4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GBX2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GC	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GCG	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GCK	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GCM2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GCNT4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GDNF	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GFER	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GFI1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GFI1B	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GH1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GHRHR	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GJB6	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GLB1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GLI2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GLS2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GNA11	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GNRHR	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GPNMB	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GPR146	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GPR162	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GREB1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GRM7	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GRP	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	GSC	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	H1-5	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HAND2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HAPLN1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HBE1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HBEGF	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HCRT	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HCRTR2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HELT	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HESX1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HEY1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HHEX	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HMGCS2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HNF1A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HNF4A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HOXA10	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HOXA11	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HOXA13	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HOXA9	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HOXB3	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HOXB4	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HP	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HPGD	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HPGDS	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HSD17B1	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HSPB2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HTR5A	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
M3_primary	HTRA2	source	INCLUDED_analysis_ready	CollecTRI-signed regulon member (CORE_TF or admitted target)		CollecTRI + GENCODE v36
